Datetime,Username,Tranlsated_Tweets,Location,Cleaned_Tweets
2022-05-25 12:14:44+00:00,edtvmalaysia,"Why is it really a viral picture on whatsapp ...

After the covid decreased, the issue of goods prices went up ...

He said the World Conspiracy","Johor Bahru, Johor, Malaysia",really viral picture whatsapp covid decreased issue good price went said world conspiracy
2022-05-25 08:29:55+00:00,deeaannnnnnnnnn,But the opposition says the government is not good because the price of goods goes up?,,opposition say government good price good go
2022-05-25 05:36:21+00:00,HamidiTahir1,"Bahang 'price goes up, cost of kitchen goods exceeds salary, consumer complaint https://t.co/y4z02eyhpj","Kota Kinabalu, Sabah",bahang price go cost kitchen good exceeds salary consumer complaint
2022-05-25 02:26:27+00:00,mekhatcha,"@Japanmerchfess is called investment, especially if this collection of types of collection is just sold higher than the price of PO because there is a demand for demand and TSB goods are no longer released.
And because this is a matter of art that is not his use so it is different from gadgets—","""The 1k Rivers""Borneo Planet",called investment especially collection type collection sold higher price po demand demand tsb good longer released matter art use different gadget
2022-05-25 02:24:27+00:00,sabrinaazmel_,"Crazy dizziness now is not the price of raw materials😅 Price is rising, but to sell with end user prices are still changing as it is expensive to complain","Selangor, Malaysia",crazy dizziness price raw material price rising sell end user price still changing expensive complain
2022-05-24 13:31:57+00:00,fiqri91,"This time the price of wet goods is rising high. Whoever has the soil, start planting vegetables or dishes.

The fastest harvest of spinach vegetables
25-30 days can be harvested",,time price wet good rising high whoever soil start planting vegetable dish fastest harvest spinach vegetable day harvested
2022-05-24 08:35:12+00:00,IDAssingkiri,"""When the price of goods goes up to 60%, the people are trapped and living hard, their cartels & the puppets will not be affected. ~ Anon","Simpang Ampat, Pulau Pinang",price good go people trapped living hard cartel puppet affected anon
2022-05-24 02:20:48+00:00,Thiban_ben,"Knife on the people's neck 😣

A food supply crisis
The price crisis of goods goes up - BN
Even cooking oil prices go up
Food prices will go up 🥺 https://t.co/hxjaleb0pm",Bestari Jaya (Batang Berjuntai,knife people neck food supply crisis price crisis good go bn even cooking oil price go food price go
2022-05-23 07:48:07+00:00,izzatbojat,Dilemma of diner traders now .. Want to sell expensive orng complain .. Want to sell cheap items all up prices,"Banting,Selangor",dilemma diner trader want sell expensive orng complain want sell cheap item price
2022-05-23 04:52:29+00:00,vickneshvasu,"Menu After the Price of Goods Up:
1.Rumput
2.Air is empty
3.Cap
4.pepper

There are other items to add.","Miri, Sarawak",menu price good rumput air empty cap pepper item add
2022-05-23 03:41:02+00:00,Jimbotiram,"All items go up price.
That's the truth.

Everyone is suffering.
That's the consequence.

The government has just been a new Cabinet meeting.
That's a pig's name !!!!",Johor Bahru,item go price thats truth everyone suffering thats consequence government new cabinet meeting thats pig name
2022-05-22 13:22:29+00:00,magnerifique,"Pigs have a kingdom. The price of the goods is rising but the Minister all docked in the office, no matter what !!!!!","KL, Malaysia",pig kingdom price good rising minister docked office matter
2022-05-22 06:59:09+00:00,anraihan28,"His job is to promote the Malay language promotion .. the price of goods goes up, the quantity of food is reduced, the investor runs away from another country, he is x story eh.
Cringe siot ""lingua franca""
Let's recite the meleis language.

#because",Penang-KL-Nilai-Pajam,job promote malay language promotion price good go quantity food reduced investor run away another country x story eh cringe siot lingua franca let recite meleis language
2022-05-22 06:18:03+00:00,anasrosli90,Just want to talk? Items have gone up the price ... not enough ... it is a bad group.,,want talk item gone price enough bad group
2022-05-22 04:47:09+00:00,Thiban_ben,"Despite being busy campaigning for party elections, the country's economic issues are very worrying. Sri Lanka became a bankruptcy because of inefficient and trustworthy governance. Malaysia is not far from Sri Lanka. Now, the value of the ringgit is falling, the food crisis, the price of goods goes up! Live Mail !!",Bestari Jaya (Batang Berjuntai,despite busy campaigning party election country economic issue worrying sri lanka became bankruptcy inefficient trustworthy governance malaysia far sri lanka value ringgit falling food crisis price good go live mail
2022-05-21 17:11:06+00:00,HishamSohor,"@Boychan1238 is the size of the Government Cabinet XXXL salary of over 50 thousand a month, so the effort is really looking for the exact fact that the price of necessities is rising, an aggressive survey should be active in hard work with salaries.",,size government cabinet xxxl salary thousand month effort really looking exact fact price necessity rising aggressive survey active hard work salary
2022-05-21 16:16:57+00:00,HishamSohor,"Poor Malaysians when prices of essentials go up, Team Cheerful Team, Deferrable Consumer Affairs Stutter begin to comply with misspellings, tens of thousands of salaries should go down to the field for the source of the cause, to find out the facts for brain storming, to take action, not a reason.",,poor malaysian price essential go team cheerful team deferrable consumer affair stutter begin comply misspelling ten thousand salary go field source cause find fact brain storming take action reason
2022-05-21 12:02:53+00:00,shamhardy,"If there is a change of government, it will come to the group to protest about the price of goods, raw goods are not stock, even now that I don't want to protest, I ask for a protest car to get it all.",Malaysia,change government come group protest price good raw good stock even dont want protest ask protest car get
2022-05-21 07:34:58+00:00,Fazerabaharudin,"All the necessities to go up the price, the more stressed it is",Kuala Lumpur,necessity go price stressed
2022-05-20 06:03:20+00:00,MSallehuddin05,"It is good for all the price items to go up, not to support it below.","KUL, LHR",good price item go support
2022-05-19 16:30:54+00:00,Official_Rdzwn,"The price of goods is expected to rise 60%??
Tti Canai is expected to go up more than RM1.70 ...

😮‍💨😮‍💨
It's been a while since I've come down ...",,price good expected rise tti canai expected go rm since ive come
2022-05-19 10:53:55+00:00,gunNesh33,"@nabilahudatahar 1.Only halal sustenance, xder is wrong to jump. Plus, employers nowadays don't care about the experience as long as we have the skill n knowledge he wants.",Malaysia,halal sustenance xder wrong jump plus employer nowadays dont care experience long skill n knowledge want
2022-05-19 10:03:26+00:00,Khailerynuar,@___iskndr_ Price of goods to buy cuisine cake very the curlass mak hayam !! https://t.co/7fgvtewlxr,Johor Bahru Middle Siders,price good buy cuisine cake curlass mak hayam
2022-05-19 10:01:59+00:00,Zaki_Yamani_,Want to be a chance to like this price of this @zackrie1311 https://t.co/60yv3d0r9f,,want chance like price
2022-05-19 09:59:00+00:00,pacik_kentang,"In simple terms, the helicopter money had previously been sprinkled, especially when the economy closed when the CPP would have to impact the increase in prices of goods; Because helicopter money was sown without supporting any economic activity.
. https://t.co/6lad8qicas",,simple term helicopter money previously sprinkled especially economy closed cpp would impact increase price good helicopter money sown without supporting economic activity
2022-05-18 14:29:00+00:00,amirshafie76,"If anyone feels the increase in prices of goods, the absence of food sources, drought in some countries is a climate and economic problem, know we are wrong.

Back to the Islamic teachings.

Maybe we see no logic? Believe me, the world is over, not starting.",Wangsa Maju,anyone feel increase price good absence food source drought country climate economic problem know wrong back islamic teaching maybe see logic believe world starting
2022-05-18 13:47:24+00:00,kysb4dly,"I should stop spending money, bcs next month prices are crazy rising",he/him,stop spending money bcs next month price crazy rising
2022-05-18 09:06:16+00:00,_AmirKeteoww,Wow the price increase you have. Now it is troubling the people of Mat. Delay a lot of days ago. Mental illness,,wow price increase troubling people mat delay lot day ago mental illness
2022-05-18 05:11:45+00:00,mhdazmnrlsn,The price of goods goes up 60%???? Fuhhhhh,"Bandar Kuala Lumpur, Wilayah P",price good go fuhhhhh
2022-05-17 09:37:17+00:00,lady_chantek,"The price of goods is expected to rise 60% next month.
This is a big challenge for all especially marhaen people.
Avoid wasting, the product is not to buy, even eating luxury.
InshaAllah this difficult time will end","Kuala Lumpur, 📍 Malaysia 🇲🇾",price good expected rise next month big challenge especially marhaen people avoid wasting product buy even eating luxury inshaallah difficult time end
2022-05-16 13:58:15+00:00,MaulanaSarjana,"Every time you want to enter the GE phase, the country will face the price phenomenon of goods rising 😬
If Malaysians still do not see the 'game' of the Business Capitalist and the Commodity Commodities will be Jalin MOU (🤝) with any political party (can win the GE) for them to remain in price.","Kedah, Malaysia",every time want enter ge phase country face price phenomenon good rising malaysian still see game business capitalist commodity commodity jalin mou political party win ge remain price
2022-05-16 03:21:35+00:00,mytheorem,"Ask the team leader to shopping for lunch, to laugh. What a fate to be B40. Soon the price of goods goes up as the flour rises.",,ask team leader shopping lunch laugh fate b soon price good go flour rise
2022-05-15 14:58:08+00:00,fiqri91,"Wet goods go up ✅
The price of food at the store goes up ✅
Electronic goods go up ✅
Workers are not available ✅
The one down is just rain ❌",,wet good go price food store go electronic good go worker available one rain
2022-05-15 02:51:55+00:00,mustakim_ismail,"Since fasting, brg2 raw material byk priced. It doesn't matter what food and construction. Two prices go up. Had to raise prices and fees to customer and client. 😭😭😭",Kuala lumpur,since fasting brg raw material byk priced doesnt matter food construction two price go raise price fee customer client
2022-05-14 12:45:11+00:00,wenkt,"Among the prices of goods I noticed went up

Wedges: From RM28 to RM32.50
Cattle Oil: From RM6.50 to RM7.90

and more https://t.co/uzht6umm6l","Kajang, Selangor",among price good noticed went wedge rm rm cattle oil rm rm
2022-05-14 07:33:43+00:00,Ad212ulL,It's scary to see the price of the goods…,"Kelang, Selangor",scary see price good
2022-05-14 07:14:25+00:00,_IMaya_,"I used to buy it .. but others used

So .. have to buy more 😌

Prepare awai-2 .. Price of goods now .. good buy-2 camni .. not so much to rise in price .. https://t.co/64t72sz8vh","Pekan|Kuantan|KL, Malaysia",used buy others used buy prepare awai price good good buy camni much rise price
2022-05-12 23:55:21+00:00,rdh8tv,"That's right. The people who build the economy when the people are money and the economy is generated when expenditures occur. Najib for the past because the people want to spend. But that's it, people are angry, change SST. The price of goods is still rising.",1407 Graymalkin Lane,thats right people build economy people money economy generated expenditure occur najib past people want spend thats people angry change sst price good still rising
2022-05-12 13:05:46+00:00,hierrago96,"The price of goods goes up again
Non Dairy Creamer

2021 - RM190
2022 January - RM220
2022 March - RM260
2022 June - RM300

Cane nak business ni weh ..

Dead meuuuuuu","Rawang, Selangor",price good go non dairy creamer rm january rm march rm june rm cane nak business ni weh dead meuuuuuu
2022-05-12 09:41:27+00:00,littlemelon__,EPF ONE OFF withdrawals invites inflation. Demand & gt; Supply = Price of goods goes up.,"Ipoh, Malaysia",epf one withdrawal invite inflation demand gt supply price good go
2022-05-11 14:55:13+00:00,natashagideon,"Besides that of course Economy to go up, raw prices Keeps increasing, property prices will go up. If you wanna own, do your due diligence, have savings, and emergency savings. If you wanna rent, go for it. No shame at all. Just make an informed decision.",Malaysia,besides course economy go raw price keep increasing property price go wan na due diligence saving emergency saving wan na rent go shame make informed decision
2022-05-11 13:52:22+00:00,MIchwannuddin,"@ruhktaf_mahli @apsanggie @dikankatra16 @four4seventy7 @kycki @mwv_mystic more and more demand, rising prices of goods","Jombang, Jawa Timur, Indonesia",demand rising price good
2022-05-11 07:45:12+00:00,adek_farid,@Mulut_cabai I'm sorry I didn't know. Does this mean the price of goods goes up?,Malaysia,im sorry didnt know mean price good go
2022-05-11 07:12:32+00:00,Official_Rdzwn,"@501awani Malaysia is a problem ...
Prices of raw materials rise - prices of goods go up ...
The price of raw materials is down - the price of goods X will go down ...",,malaysia problem price raw material rise price good go price raw material price good x go
2022-05-10 09:31:17+00:00,rainbowuniqat,@Puchlng somehow. I used to buy a hundred more if x was wrong 😹 maybe now ns tgh hot jd price goes up price. I bought it at Gamers Hideout first.,,somehow used buy hundred x wrong maybe n tgh hot jd price go price bought gamers hideout first
2022-05-10 08:19:57+00:00,faqihsyakiran,Items to go up the price to find contact lens solution travel pack all watson xda.,"Wilayah Persekutuan Putrajaya,",item go price find contact lens solution travel pack watson xda
2022-05-08 08:17:51+00:00,mluthfiramli,"So well, because the price of goods is rising, and they have an income to buy whatever dorg wants.

And it's not like marhaen who has to save for survival and have a savings for things.","Ampang, Wilayah Persekutuan Ku",well price good rising income buy whatever dorg want like marhaen save survival saving thing
2022-05-06 04:54:15+00:00,sayed_alidrus,"Too much more goods will rise in price due to minimum wage increase .. prices will also be ridiculed, such as wood iron etc.
Condolences to the employer of a small trader.","Kuala Terengganu, Terengganu",much good rise price due minimum wage increase price also ridiculed wood iron etc condolence employer small trader
2022-05-01 15:45:15+00:00,allexseah_bm,"The price of goods goes up,
Money is still given,
Celebrate the highway soon,
Forgive all the fairies.

Send a postmen's card,
WhatsApp Speech of Self -Replacement,
People and Hope remain in mind,
Happy Hari Raya Aidilfitri.

I'm sorry and inward. https://t.co/n0jmscm8u0",,price good go money still given celebrate highway soon forgive fairy send postman card whatsapp speech self replacement people hope remain mind happy hari raya aidilfitri im sorry inward
2022-04-30 12:45:19+00:00,IrfanJamilludin,"Fortunately it can be fooled2..We can't be overwhelmed as a narrow basket..It's narrow, you have to face hours..It's hours, roadtax, own oil pay..Do pay for it, pay the price of the goods rising..hmmmmm","Malacca, Malaysia",fortunately fooledwe cant overwhelmed narrow basketits narrow face hoursits hour roadtax oil paydo pay pay price good risinghmmmmm
2022-04-30 08:35:12+00:00,wireputus,"Whereas the main diet recommended by the relevant departments is from corn sources & amp; soy. If drastic action is not taken, then the price of raw chicken, eggs, meat will remain high and continue to increase to 20% - 30% per year",Shah alam,whereas main diet recommended relevant department corn source amp soy drastic action taken price raw chicken egg meat remain high continue increase per year
2022-04-28 14:21:16+00:00,MohdErham,Inflation coming soon ..... the price of goods is getting expensive ....,putrajaya,inflation coming soon price good getting expensive
2022-04-28 12:47:37+00:00,RafiCounsel,"Keep in mind that the price of goods will come up. Wouldn't it be nice for the wife to spend a month's RM150 kitchen? It doesn't make logical.

The wife before stopping to think about the molecule and convinced our husband's purpose for what etc.","Temerloh, Pahang",keep mind price good come wouldnt nice wife spend month rm kitchen doesnt make logical wife stopping think molecule convinced husband purpose etc
2022-04-28 00:27:14+00:00,faqihsyakiran,Yeayyyy again how many days the price of goods goes up 😝,"Wilayah Persekutuan Putrajaya,",yeayyyy many day price good go
2022-04-24 23:18:54+00:00,nowthisisrita,"Malls with expensive LRTs are prices of goods. Hahaha jam. Jln tar is ok. Take a LRT/Bus/Walk to 10k steps. But don't bring the little ones, the baby is there. Go to my mom and buy it & amp; Keep coming back. Mcm our dad used to measure the rope. Covid-19 is still around uols.",she/her,mall expensive lrts price good hahaha jam jln tar ok take lrtbuswalk k step dont bring little one baby go mom buy amp keep coming back mcm dad used measure rope covid still around uols
2022-04-23 22:44:06+00:00,ghatoot,"@Caloterminl Help Temen, some of the things are interested in Mudik Riding Single Wonogiri Indigenous (Hot Seat) 495K Benefit Diamego Yaa. Start Support - Finish Tirtonadi.

DM/📲 082140187136 https://t.co/tqwk3yy8p6","Surakarta, Jawa Tengah",help temen thing interested mudik riding single wonogiri indigenous hot seat k benefit diamego yaa start support finish tirtonadi dm
2022-04-21 11:53:53+00:00,YushinBoshenk,"@Love_ag4ever @buda_official @bem_si @dinkaharud you guys are not good.
We are the ones who work everyday feel good and very comfortable.
We want to raise the price of our goods. Carna with the wages we can still be able to buy it.
And even the rest of the day we can put it in the savings.",,guy good one work everyday feel good comfortable want raise price good carna wage still able buy even rest day put saving
2022-04-21 11:02:45+00:00,Ishomuddin2,"@jumianto_rk KL The price of goods goes up, not every piece of holiday price definitely goes up to us? Because a little stuff is in demand. Hoi, do you have any economics?",Jambi,kl price good go every piece holiday price definitely go u little stuff demand hoi economics
2022-04-20 13:44:56+00:00,suarakota_101,"Head of the District Inflation Team (TPID) at the same time as the city of Probolinggo DRG. Ninik IRA Wibawati acknowledges that the increase in prices of goods from the food group to inflation trigger. Ninik adds to Masy's activities. Ramadan 1443 H, Many are monitored by many expenses of shopping centers.
(ne/fa) https://t.co/aw3mwdibpm","Kota Probolinggo, Jawa Timur",head district inflation team tpid time city probolinggo drg ninik ira wibawati acknowledges increase price good food group inflation trigger ninik add masys activity ramadan h many monitored many expense shopping center nefa
2022-04-20 04:44:26+00:00,amar_amk9757,"People are burdened with rising prices, now those who want to use public transport have to face a rising bus ticket between 10% - 20% from April 29 to May 8.","Perlis, Malaysia",people burdened rising price want use public transport face rising bus ticket april may
2022-04-18 10:26:18+00:00,syafiqyuhaizad,"The reality that happened today is the opposite. The debt crisis in America is getting stronger, the highest inflation is recorded. Russian issues are not over, the world economy is down and up. World prices do not even want to go down.","Cyberjaya, Malaysia",reality happened today opposite debt crisis america getting stronger highest inflation recorded russian issue world economy world price even want go
2022-04-18 10:26:17+00:00,syafiqyuhaizad,"Questionnaire; What if the gold doesn't rise, the price is just like, so we will buy gold?

Answer: For this fall gold usually requires a recovering economic condition, the price of the goods is stable, and the geopolitical conditions are safe.","Cyberjaya, Malaysia",questionnaire gold doesnt rise price like buy gold answer fall gold usually requires recovering economic condition price good stable geopolitical condition safe
2022-04-18 08:23:47+00:00,MRizalMSaad,"This is a stupid tweet of many triggers, what I want to say is one of the reasons for social problems is the parents who have to work to survive the minimum wage now until the children are neglected. The price of goods is always rising, the house price goes down.",,stupid tweet many trigger want say one reason social problem parent work survive minimum wage child neglected price good always rising house price go
2022-04-17 21:56:37+00:00,gabe_gshin,"@adit_cptsoap @sasha40504469 @beetle55613861 @detikcom Time before it was cheaper.

Yes there is a name of inflation. The price of goods goes up but it goes up. Still talking about the day now there is a umr.",Indonesia,time cheaper yes name inflation price good go go still talking day umr
2022-04-17 10:13:11+00:00,intanaina10,"The cost of making Pahang's black sambal has risen because everything goes up. We use Pangkor anchovies, 1kg RM 36.90. Chili kg is also 1kg RM27. As a black sambal rose the price ☺️😌
Capital buying goods are hundreds",Kuala Lumpur,cost making pahangs black sambal risen everything go use pangkor anchovy kg rm chili kg also kg rm black sambal rose price capital buying good hundred
2022-04-15 14:26:14+00:00,andyouleft,"@admhmd_ @lanzalnal nk example? BN votes can rise in price. Support ticket worms .. the same way. Ade org to be in the wind. If this goal is possible, you can buy it yourself for RM50. I'm lazy to comment. The end. Bye",MAS-Heaven,nk example bn vote rise price support ticket worm way ade org wind goal possible buy rm im lazy comment end bye
2022-04-14 15:42:45+00:00,BglZigen,"@RepublikaOnline so that the government knows that not all poor people can blt, so if each price goes up, then it is, then the screaming is the poor who are not registered at the BLT or BPNT.",,government know poor people blt price go screaming poor registered blt bpnt
2022-04-14 07:25:37+00:00,malabau,"@shinbetmalaya @myjoe_ basic items all rise in price .. flour, hot dog","Kota Kinabalu, Sabah",basic item rise price flour hot dog
2022-04-13 10:51:20+00:00,xCikRarax,It's been a week since the price of the camel's rise. Next year the pension is for the cake. Want to marry Dato '. Older old people promise a lot of money.,,week since price camel rise next year pension cake want marry dato older old people promise lot money
2022-04-12 04:55:18+00:00,rashdanmarzuki,Electric goods go up price eh? The difference is a hundred than I bought it first,"Johore, Malaysia",electric good go price eh difference hundred bought first
2022-04-11 03:53:08+00:00,meramerameez,"@pikahwah hahaha that's weird I see. The price goes up, and buying wet goods is not going to stay. But I'm ready to tell the limitation per pax this mmg taik lah haha","Jasin, Melaka",hahaha thats weird see price go buying wet good going stay im ready tell limitation per pax mmg taik lah haha
2022-04-10 22:16:15+00:00,noraakira,@Udashafiq hahah so if the big brother should help it..so help the humanitarian la kot kot what the people are helping .. from the long term..how they want less price rise in the effects of the ordinary power..haha The morning is already in the world ... the current state of the world ..,Malaysia,hahah big brother help itso help humanitarian la kot kot people helping long termhow want le price rise effect ordinary powerhaha morning already world current state world
2022-04-09 18:13:03+00:00,frid_ab,Prices of goods can be controlled from rising if consumers boycott..Don't buy ... https://t.co/x4yeofi1FF,Shah Alam Selangor,price good controlled rising consumer boycottdont buy
2022-04-09 13:02:04+00:00,shahrizan_k,"We will feel the price of expensive food until we do business & amp; Feeling tired of being tired of doing business.

Got began to accept the fact that the cost of the cost & amp; goods, employee costs & amp; Delivery is up.

Can't afford it, no need to buy. Traders want to profit, not charity.",Malaysia,feel price expensive food business amp feeling tired tired business got began accept fact cost cost amp good employee cost amp delivery cant afford need buy trader want profit charity
2022-04-09 01:32:30+00:00,AinurRafiq78,"When Jokowi is said to be a good Olej Chebong, he can certainly bring fighters and traitors to the fighters.
When the rise in prices of goods and corruption was left by Jokowi, he was already in the Pora party with",,jokowi said good olej chebong certainly bring fighter traitor fighter rise price good corruption left jokowi already pora party
2022-04-08 13:16:28+00:00,soedjitowongso1,"@Pathrpm @mrsrachelin see the event on TV One, the price of the people scream. All prices of goods go up. Cabe rose 5 rb, 1 rb rice, 3 rb potatoes, 2.5 rb sugar. And you say everything is fine?",Ternate,see event tv one price people scream price good go cabe rose rb rb rice rb potato rb sugar say everything fine
2022-04-08 04:15:14+00:00,soedjitowongso1,"@Pathrpm @mrsrachelin you are the ones who have been marketing if the price does not go up. Don't Halu, that is the current price of good goods/stable",Ternate,one marketing price go dont halu current price good goodsstable
2022-04-08 00:30:06+00:00,capsule_nine,"Each time the package stimulates, you have to be prepared within 5 months for rising prices.","Kuala Lumpur, Malaysia",time package stimulates prepared within month rising price
2022-04-07 22:52:16+00:00,soedjitowongso1,"@Pathrpm @mrsrachelin is not just blind, it turns out that his eyes are blind. Or you have never shopped, so it's not that the price of the goods goes up.",Ternate,blind turn eye blind never shopped price good go
2022-04-07 08:14:52+00:00,AzzalyH,"Already about this facemask ... before this x story of any cop ... nowadays nowadays cop ??? The government needs to deal with the problem of rising prices of goods .... not busy about this thing ...
#facemasks #government","Permatang pauh, Penang. ",already facemask x story cop nowadays nowadays cop government need deal problem rising price good busy thing
2022-04-07 07:10:04+00:00,latteandflower,@vantaeneryy because the price of all the goods goes up .. smilm buy 2 pcs rm7 🥲,🇲🇾🇰🇷,price good go smilm buy pc rm
2022-04-07 04:43:53+00:00,f4izalhassan,"Two questions for those who specialize:

1) What is the guarantee that there is a SIRIM stamp price of the face?

2) Why is it more important daily issues such as rising prices of essentials in large cities such as JB not being won by KPDNHEP?

Open to debate.","Putrajaya Federal Territory, Malaysia",two question specialize guarantee sirim stamp price face important daily issue rising price essential large city jb kpdnhep open debate
2022-04-07 04:17:44+00:00,AznurNadiyah,"@gomovingforwar @syedakramin is already forced, to make cammana. It has been a year for 50 60 RM a year. Is it enough to cover the price of goods every year?","Petaling Jaya, Selangor",already forced make cammana year rm year enough cover price good every year
2022-04-07 03:06:31+00:00,AfilSyazwan,"My mom said, maybe she soon stopped trading at the backyard shop in the village. I asked me why. He said, because the price of the price went up so much. To raise the price, he said he was sorry for the villagers to buy food.","Shah Alam, Malaysia",mom said maybe soon stopped trading backyard shop village asked said price price went much raise price said sorry villager buy food
2022-04-06 23:02:34+00:00,BangbangTjahja2,"@Detikcom PPN up 1%
The price of goods goes up more than 1%
Bntar again gas elpiji, solar, pertalite, electricity
The price of goods changed again","Kebayoran Lama, Indonesia",ppn price good go bntar gas elpiji solar pertalite electricity price good changed
2022-04-06 17:35:31+00:00,hafizulhadi3,"People raging lamb shank prices up. It should be a pier to raise the government that raise prices of goods in silence by 30% - 40%.

But plague. Malaysian. Always no place 🤣🤣🤣🤣🤣",,people raging lamb shank price pier raise government raise price good silence plague malaysian always place
2022-04-06 05:21:50+00:00,Angkut_,@Sinaronline @alexnantalgi ko have lived for years? twenty / hundred people don't watch..to late,langit nan biru.,ko lived year twenty hundred people dont watchto late
2022-04-06 04:42:25+00:00,khairunnxsa,The price of the price goes up. Don't know who to blame? Traders or governments. Sad,,price price go dont know blame trader government sad
2022-04-06 04:06:26+00:00,marpetrianadwi1,"Fix: The rise in the price of the goods is eventually going. Where the taxes are definitely going up.
The people are all right, but the people who need to be prospered.",,fix rise price good eventually going tax definitely going people right people need prospered
2022-04-05 14:24:30+00:00,JJCMPERAK,"The average price of food at Ramadan bazaar is rising prices, the factors of raw goods are going to be crazy. Just hope the quality remains the same .. can it?","Perak, Malaysia",average price food ramadan bazaar rising price factor raw good going crazy hope quality remains
2022-04-05 10:31:48+00:00,sehidangrasa,Worry. I from the end product consumer until the trader felt the price of goods went up. There are distributors that sell Milklab almond milk for 3-4 dollars. Nestle Pro's milk has gone up a bit. What's more Farm Fresh. But I'm most worried about coffee. 🤣🤣🤣,"Kuala Lumpur, Wilayah Persekut",worry end product consumer trader felt price good went distributor sell milklab almond milk dollar nestle pro milk gone bit whats farm fresh im worried coffee
2022-04-05 09:25:00+00:00,matnoqla,The price of the goods goes up but the salary is not hmm.,,price good go salary hmm
2022-04-05 03:31:21+00:00,hierrago96,"This is not the case, the business,

Egg A, once 11, now 13
Creamer 25kg 190, now 265

It must have been the price of food for sale, the traders could not stand it, they could not be absorb. End up users, we are users, soo are affected","Rawang, Selangor",case business egg creamer kg must price food sale trader could stand could absorb end user user soo affected
2022-04-05 03:29:07+00:00,hierrago96,"The increase in prices of this goods is extreme.

Because of the endless Russian war.

Motor Corsa Tires, Last Year Buy RM90, Now Price Rise RM105

This is expected that black oil will go up. Well when you want to finish it","Rawang, Selangor",increase price good extreme endless russian war motor corsa tire last year buy rm price rise rm expected black oil go well want finish
2022-04-05 02:51:26+00:00,norlishafikah,There are many ckps about expensive prices in the bazaar. But not really. I want to buy john bread rm8. Keep not jd ye. Hahaha. Sunday after buying at the RM6 Garden Road. But not doing it. The price of goods goes up. Cook je la nak.,malaysia,many ckps expensive price bazaar really want buy john bread rm keep jd ye hahaha sunday buying rm garden road price good go cook je la nak
2022-04-04 12:31:08+00:00,mierularep,@Luqmanibnusabri wants to wat cane man mmg the price of goods now goes up. Can't blame the trader. He is looking for a meal.,,want wat cane man mmg price good go cant blame trader looking meal
2022-04-04 12:08:18+00:00,Hrithdanish,"Go to the bazaar, the price of the food is okay. It's not cheap. Just okay okay even if the price of the goods goes up. But it tastes hmmmmm",Malaysia,go bazaar price food okay cheap okay okay even price good go taste hmmmmm
2022-04-04 09:26:21+00:00,mierularep,That's right the price of food at the bazaar goes up. Because raw goods go up. Expensive.,,thats right price food bazaar go raw good go expensive
2022-04-04 04:27:30+00:00,ruzainiml,Food prices in the Ramadan market are rising. Cooking in the house even raw goods rising. The same,,food price ramadan market rising cooking house even raw good rising
2022-04-03 21:54:00+00:00,peningkepala,"One world of goods prices goes up.

Start diy","New York, USA",one world good price go start diy
2022-04-03 14:04:36+00:00,Cak_Hariy,"Although I disagree with the first increase, the HRS does not need to go up, but it is true that the first increase is not influenced by the price of the tree, because the truck does not use the first.",|pasuruan|pontianak|Indonesia|,although disagree first increase hr need go true first increase influenced price tree truck use first
2022-04-03 10:20:44+00:00,zafeiyra,"@Xaviernaxa is going to do it. My dad was impressed by raw items. Flour, eggs, butter. He has not rented the site yet. My dad's mom is wrong to raise","Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",going dad impressed raw item flour egg butter rented site yet dad mom wrong raise
2022-04-03 05:53:03+00:00,Media_Selangor,Traders remember Don't take the opportunity to raise prices https://t.co/vgxoyyin8z https://t.co/mvti3g2iwv,Shah Alam,trader remember dont take opportunity raise price
2022-04-03 05:35:45+00:00,Catatan_ali7,"Kok para fans buzzer and diehard jokowi steadfast and patiently facing the increase in fuel oil fried oil prices and service

What is the recipe? The stupidity can be consistent 😂","Klaten, Jawa Tengah",kok para fan buzzer diehard jokowi steadfast patiently facing increase fuel oil fried oil price service recipe stupidity consistent
2022-04-03 05:22:30+00:00,Zkwxnn,"The price of goods goes up first, the minimum wage follows.",Leave Me Alone 🙇🏻‍♂️,price good go first minimum wage follows
2022-04-02 16:20:26+00:00,SatriyoBudi20,"@Cnnindonesia Sorry ya bang do not think to raise the goods continuously. Think about the Indonesian Raya Klau Rich in nature. Think about it that we can do it well, don't think up & amp; Rise in price as a solution. Is it a smart Indonesian but the tool?",,sorry ya bang think raise good continuously think indonesian raya klau rich nature think well dont think amp rise price solution smart indonesian tool
2022-04-02 06:48:31+00:00,nonanov98,"Sadly, I forgot to feel happy without stress thinking about the price of the goods on the rise but the money was hard to get","Sekadau, Kalimantan Barat",sadly forgot feel happy without stress thinking price good rise money hard get
2022-04-02 00:14:10+00:00,detinitis,"April 1 yesterday has been
-BBRP goods in MP use 11%
-Purchase First Price 12.500
-But gas 12 kilos left after going up in Oct and Feb (if not wrong)
-The new eggs and meats of course rise

Want to complain Sometimes shame God gives many other favors",cepu,april yesterday bbrp good mp use purchase first price gas kilo left going oct feb wrong new egg meat course rise want complain sometimes shame god give many favor
